"","id","sample.size","ncase","ncontrol","sex","category","subcategory","unit","group_name","build","consortium","year","population","trait","note","pmid","filename","nsnp","delimiter","header","mr","chr_col","pos_col","oa_col","ea_col","snp_col","pval_col","beta_col","se_col","eaf_col"
"399","finn-b-CD2_BENIGN_MELANOCYTIC_NOS_EXALLC",181087,825,180262,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Melanocytic naevi, other sites/unspecified"" (all cancers excluded)","CD2_BENIGN_MELANOCYTIC_NOS_EXALLC",NA,"finngen_R5_CD2_BENIGN_MELANOCYTIC_NOS_EXALLC.gz",16380339,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"400","finn-b-CD2_BENIGN_MELANOCYTIC_SCALPNECK",218792,317,218475,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Melanocytic naevi of scalp and neck","CD2_BENIGN_MELANOCYTIC_SCALPNECK",NA,"finngen_R5_CD2_BENIGN_MELANOCYTIC_SCALPNECK.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"401","finn-b-CD2_BENIGN_MELANOCYTIC_SCALPNECK_EXALLC",180847,317,180530,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Melanocytic naevi of scalp and neck (all cancers excluded)","CD2_BENIGN_MELANOCYTIC_SCALPNECK_EXALLC",NA,"finngen_R5_CD2_BENIGN_MELANOCYTIC_SCALPNECK_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"402","finn-b-CD2_BENIGN_MELANOCYTIC_TRUNK",218792,1464,217328,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Melanocytic naevi of trunk","CD2_BENIGN_MELANOCYTIC_TRUNK",NA,"finngen_R5_CD2_BENIGN_MELANOCYTIC_TRUNK.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"403","finn-b-CD2_BENIGN_MELANOCYTIC_TRUNK_EXALLC",181313,1464,179849,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Melanocytic naevi of trunk (all cancers excluded)","CD2_BENIGN_MELANOCYTIC_TRUNK_EXALLC",NA,"finngen_R5_CD2_BENIGN_MELANOCYTIC_TRUNK_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"404","finn-b-CD2_BENIGN_MELANOCYTIC_UPPERLIMB",218792,267,218525,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Melanocytic naevi of upper limb, including shoulder","CD2_BENIGN_MELANOCYTIC_UPPERLIMB",NA,"finngen_R5_CD2_BENIGN_MELANOCYTIC_UPPERLIMB.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"405","finn-b-CD2_BENIGN_MELANOCYTIC_UPPERLIMB_EXALLC",180855,267,180588,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Melanocytic naevi of upper limb, including shoulder"" (all cancers excluded)","CD2_BENIGN_MELANOCYTIC_UPPERLIMB_EXALLC",NA,"finngen_R5_CD2_BENIGN_MELANOCYTIC_UPPERLIMB_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"406","finn-b-CD2_BENIGN_MENINGES",218792,1280,217512,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of meninges","CD2_BENIGN_MENINGES",NA,"finngen_R5_CD2_BENIGN_MENINGES.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"407","finn-b-CD2_BENIGN_MENINGES_CEREBRAL",218792,1147,217645,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Cerebral meninges","CD2_BENIGN_MENINGES_CEREBRAL",NA,"finngen_R5_CD2_BENIGN_MENINGES_CEREBRAL.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"408","finn-b-CD2_BENIGN_MENINGES_CEREBRAL_EXALLC",181528,1147,180381,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Cerebral meninges (all cancers excluded)","CD2_BENIGN_MENINGES_CEREBRAL_EXALLC",NA,"finngen_R5_CD2_BENIGN_MENINGES_CEREBRAL_EXALLC.gz",16380338,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"409","finn-b-CD2_BENIGN_MENINGES_EXALLC",181600,1280,180320,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of meninges (all cancers excluded)","CD2_BENIGN_MENINGES_EXALLC",NA,"finngen_R5_CD2_BENIGN_MENINGES_EXALLC.gz",16380339,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"410","finn-b-CD2_BENIGN_MENINGES_NOS",218792,211,218581,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Beningn neoplasm: Meninges, unspecified","CD2_BENIGN_MENINGES_NOS",NA,"finngen_R5_CD2_BENIGN_MENINGES_NOS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"411","finn-b-CD2_BENIGN_MENINGES_NOS_EXALLC",180913,211,180702,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Beningn neoplasm: Meninges, unspecified"" (all cancers excluded)","CD2_BENIGN_MENINGES_NOS_EXALLC",NA,"finngen_R5_CD2_BENIGN_MENINGES_NOS_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"412","finn-b-CD2_BENIGN_MENINGES_SPINAL",218792,118,218674,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Spinal meninges","CD2_BENIGN_MENINGES_SPINAL",NA,"finngen_R5_CD2_BENIGN_MENINGES_SPINAL.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"413","finn-b-CD2_BENIGN_MENINGES_SPINAL_EXALLC",180838,118,180720,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Spinal meninges (all cancers excluded)","CD2_BENIGN_MENINGES_SPINAL_EXALLC",NA,"finngen_R5_CD2_BENIGN_MENINGES_SPINAL_EXALLC.gz",16380338,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"414","finn-b-CD2_BENIGN_MOUTH_NOS",218792,509,218283,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Other and unspecified parts of mouth","CD2_BENIGN_MOUTH_NOS",NA,"finngen_R5_CD2_BENIGN_MOUTH_NOS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"415","finn-b-CD2_BENIGN_MOUTH_NOS_EXALLC",180883,509,180374,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Other and unspecified parts of mouth (all cancers excluded)","CD2_BENIGN_MOUTH_NOS_EXALLC",NA,"finngen_R5_CD2_BENIGN_MOUTH_NOS_EXALLC.gz",16380338,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"416","finn-b-CD2_BENIGN_MOUTH_PHARYNX",218792,1655,217137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of mouth and pharynx","CD2_BENIGN_MOUTH_PHARYNX",NA,"finngen_R5_CD2_BENIGN_MOUTH_PHARYNX.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"417","finn-b-CD2_BENIGN_MOUTH_PHARYNX_EXALLC",181218,1655,179563,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of mouth and pharynx (all cancers excluded)","CD2_BENIGN_MOUTH_PHARYNX_EXALLC",NA,"finngen_R5_CD2_BENIGN_MOUTH_PHARYNX_EXALLC.gz",16380338,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"418","finn-b-CD2_BENIGN_NASOPHARYNX",218792,117,218675,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Nasopharynx","CD2_BENIGN_NASOPHARYNX",NA,"finngen_R5_CD2_BENIGN_NASOPHARYNX.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"419","finn-b-CD2_BENIGN_NASOPHARYNX_EXALLC",180791,117,180674,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Nasopharynx (all cancers excluded)","CD2_BENIGN_NASOPHARYNX_EXALLC",NA,"finngen_R5_CD2_BENIGN_NASOPHARYNX_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"420","finn-b-CD2_BENIGN_NOS",218792,221,218571,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Other/unspecified site","CD2_BENIGN_NOS",NA,"finngen_R5_CD2_BENIGN_NOS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"421","finn-b-CD2_BENIGN_NOS_EXALLC",180812,221,180591,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Other/unspecified site (all cancers excluded)","CD2_BENIGN_NOS_EXALLC",NA,"finngen_R5_CD2_BENIGN_NOS_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"422","finn-b-CD2_BENIGN_OESOPHAGUS",218792,144,218648,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Oesophagus","CD2_BENIGN_OESOPHAGUS",NA,"finngen_R5_CD2_BENIGN_OESOPHAGUS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"423","finn-b-CD2_BENIGN_OESOPHAGUS_EXALLC",180808,144,180664,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Oesophagus (all cancers excluded)","CD2_BENIGN_OESOPHAGUS_EXALLC",NA,"finngen_R5_CD2_BENIGN_OESOPHAGUS_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"424","finn-b-CD2_BENIGN_OROPHA_OTHER",218792,103,218689,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Other parts of oropharynx","CD2_BENIGN_OROPHA_OTHER",NA,"finngen_R5_CD2_BENIGN_OROPHA_OTHER.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"425","finn-b-CD2_BENIGN_OROPHA_OTHER_EXALLC",180788,103,180685,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Other parts of oropharynx (all cancers excluded)","CD2_BENIGN_OROPHA_OTHER_EXALLC",NA,"finngen_R5_CD2_BENIGN_OROPHA_OTHER_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"426","finn-b-CD2_BENIGN_OTHERDIGESTIVE",218792,2337,216455,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of other and ill-defined parts of digestive system","CD2_BENIGN_OTHERDIGESTIVE",NA,"finngen_R5_CD2_BENIGN_OTHERDIGESTIVE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"427","finn-b-CD2_BENIGN_OTHERDIGESTIVE_EXALLC",181566,2337,179229,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of other and ill-defined parts of digestive system (all cancers excluded)","CD2_BENIGN_OTHERDIGESTIVE_EXALLC",NA,"finngen_R5_CD2_BENIGN_OTHERDIGESTIVE_EXALLC.gz",16380341,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"428","finn-b-CD2_BENIGN_OTHER_NOS",218792,453,218339,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of other and unspecified sites","CD2_BENIGN_OTHER_NOS",NA,"finngen_R5_CD2_BENIGN_OTHER_NOS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"429","finn-b-CD2_BENIGN_OTHER_NOS_EXALLC",180877,453,180424,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of other and unspecified sites (all cancers excluded)","CD2_BENIGN_OTHER_NOS_EXALLC",NA,"finngen_R5_CD2_BENIGN_OTHER_NOS_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"430","finn-b-CD2_BENIGN_OVARY",123579,3003,120576,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of ovary","CD2_BENIGN_OVARY",NA,"finngen_R5_CD2_BENIGN_OVARY.gz",16379784,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"431","finn-b-CD2_BENIGN_OVARY_EXALLC",103306,3003,100303,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of ovary (all cancers excluded)","CD2_BENIGN_OVARY_EXALLC",NA,"finngen_R5_CD2_BENIGN_OVARY_EXALLC.gz",16379076,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"432","finn-b-CD2_BENIGN_PANCREAS",218792,163,218629,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Pancreas","CD2_BENIGN_PANCREAS",NA,"finngen_R5_CD2_BENIGN_PANCREAS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"433","finn-b-CD2_BENIGN_PANCREAS_EXALLC",180829,163,180666,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Pancreas (all cancers excluded)","CD2_BENIGN_PANCREAS_EXALLC",NA,"finngen_R5_CD2_BENIGN_PANCREAS_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"434","finn-b-CD2_BENIGN_PARATHYROID",218792,123,218669,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Parathyroid gland","CD2_BENIGN_PARATHYROID",NA,"finngen_R5_CD2_BENIGN_PARATHYROID.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"435","finn-b-CD2_BENIGN_PARATHYROID_EXALLC",180788,123,180665,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Parathyroid gland (all cancers excluded)","CD2_BENIGN_PARATHYROID_EXALLC",NA,"finngen_R5_CD2_BENIGN_PARATHYROID_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"436","finn-b-CD2_BENIGN_PAROTID",218792,986,217806,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Parotid gland","CD2_BENIGN_PAROTID",NA,"finngen_R5_CD2_BENIGN_PAROTID.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"437","finn-b-CD2_BENIGN_PAROTID_EXALLC",181062,986,180076,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Parotid gland (all cancers excluded)","CD2_BENIGN_PAROTID_EXALLC",NA,"finngen_R5_CD2_BENIGN_PAROTID_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"438","finn-b-CD2_BENIGN_PERIPH_AUTO_NEURO",218792,204,218588,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Peripheral nerves and autonomic nervous system","CD2_BENIGN_PERIPH_AUTO_NEURO",NA,"finngen_R5_CD2_BENIGN_PERIPH_AUTO_NEURO.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"439","finn-b-CD2_BENIGN_PERIPH_AUTO_NEURO_EXALLC",180815,204,180611,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Peripheral nerves and autonomic nervous system (all cancers excluded)","CD2_BENIGN_PERIPH_AUTO_NEURO_EXALLC",NA,"finngen_R5_CD2_BENIGN_PERIPH_AUTO_NEURO_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"440","finn-b-CD2_BENIGN_PHARYNX_NOS",218792,95,218697,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Pharynx, unspecified","CD2_BENIGN_PHARYNX_NOS",NA,"finngen_R5_CD2_BENIGN_PHARYNX_NOS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"441","finn-b-CD2_BENIGN_PHARYNX_NOS_EXALLC",180780,95,180685,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Benign neoplasm: Pharynx, unspecified"" (all cancers excluded)","CD2_BENIGN_PHARYNX_NOS_EXALLC",NA,"finngen_R5_CD2_BENIGN_PHARYNX_NOS_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"442","finn-b-CD2_BENIGN_PITUITARY_CRANIPHAR",218792,735,218057,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Pituitary gland, craniopharyngeal duct","CD2_BENIGN_PITUITARY_CRANIPHAR",NA,"finngen_R5_CD2_BENIGN_PITUITARY_CRANIPHAR.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"443","finn-b-CD2_BENIGN_PITUITARY_CRANIPHAR_EXALLC",180942,735,180207,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Benign neoplasm: Pituitary gland, craniopharyngeal duct"" (all cancers excluded)","CD2_BENIGN_PITUITARY_CRANIPHAR_EXALLC",NA,"finngen_R5_CD2_BENIGN_PITUITARY_CRANIPHAR_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"444","finn-b-CD2_BENIGN_PROSTATE",95213,97,95116,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Prostate","CD2_BENIGN_PROSTATE",NA,"finngen_R5_CD2_BENIGN_PROSTATE.gz",16378835,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"445","finn-b-CD2_BENIGN_PROSTATE_EXALLC",78310,97,78213,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Prostate (all cancers excluded)","CD2_BENIGN_PROSTATE_EXALLC",NA,"finngen_R5_CD2_BENIGN_PROSTATE_EXALLC.gz",16377708,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"446","finn-b-CD2_BENIGN_RECTOSIGMOID_JUNC",218792,485,218307,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Rectosigmoid junction","CD2_BENIGN_RECTOSIGMOID_JUNC",NA,"finngen_R5_CD2_BENIGN_RECTOSIGMOID_JUNC.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"447","finn-b-CD2_BENIGN_RECTOSIGMOID_JUNC_EXALLC",180937,485,180452,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Rectosigmoid junction (all cancers excluded)","CD2_BENIGN_RECTOSIGMOID_JUNC_EXALLC",NA,"finngen_R5_CD2_BENIGN_RECTOSIGMOID_JUNC_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"448","finn-b-CD2_BENIGN_RECTUM",218792,2108,216684,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Rectum","CD2_BENIGN_RECTUM",NA,"finngen_R5_CD2_BENIGN_RECTUM.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"449","finn-b-CD2_BENIGN_RECTUM_ANAL",218792,2518,216274,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Rectum, anus and anal canal","CD2_BENIGN_RECTUM_ANAL",NA,"finngen_R5_CD2_BENIGN_RECTUM_ANAL.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"450","finn-b-CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9",218792,143,218649,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Rectum/anal canal icd-9","CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9",NA,"finngen_R5_CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"451","finn-b-CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9_EXALLC",180809,143,180666,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Rectum/anal canal icd-9 (all cancers excluded)","CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9_EXALLC",NA,"finngen_R5_CD2_BENIGN_RECTUM_ANAL_CANAL_ICD9_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"452","finn-b-CD2_BENIGN_RECTUM_ANAL_EXALLC",181690,2518,179172,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Benign neoplasm: Rectum, anus and anal canal"" (all cancers excluded)","CD2_BENIGN_RECTUM_ANAL_EXALLC",NA,"finngen_R5_CD2_BENIGN_RECTUM_ANAL_EXALLC.gz",16380339,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"453","finn-b-CD2_BENIGN_RECTUM_EXALLC",181538,2108,179430,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Rectum (all cancers excluded)","CD2_BENIGN_RECTUM_EXALLC",NA,"finngen_R5_CD2_BENIGN_RECTUM_EXALLC.gz",16380339,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"454","finn-b-CD2_BENIGN_SALIVARY",218792,1298,217494,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of major salivary glands","CD2_BENIGN_SALIVARY",NA,"finngen_R5_CD2_BENIGN_SALIVARY.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"455","finn-b-CD2_BENIGN_SALIVARY_EXALLC",181157,1298,179859,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm of major salivary glands (all cancers excluded)","CD2_BENIGN_SALIVARY_EXALLC",NA,"finngen_R5_CD2_BENIGN_SALIVARY_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"456","finn-b-CD2_BENIGN_SALIVARY_NOS",218792,368,218424,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: other/unspecified salivary gland","CD2_BENIGN_SALIVARY_NOS",NA,"finngen_R5_CD2_BENIGN_SALIVARY_NOS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"457","finn-b-CD2_BENIGN_SALIVARY_NOS_EXALLC",180869,368,180501,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: other/unspecified salivary gland (all cancers excluded)","CD2_BENIGN_SALIVARY_NOS_EXALLC",NA,"finngen_R5_CD2_BENIGN_SALIVARY_NOS_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"458","finn-b-CD2_BENIGN_SIGMOID_COLON",218792,2133,216659,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Sigmoid colon","CD2_BENIGN_SIGMOID_COLON",NA,"finngen_R5_CD2_BENIGN_SIGMOID_COLON.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"459","finn-b-CD2_BENIGN_SIGMOID_COLON_EXALLC",181529,2133,179396,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Sigmoid colon (all cancers excluded)","CD2_BENIGN_SIGMOID_COLON_EXALLC",NA,"finngen_R5_CD2_BENIGN_SIGMOID_COLON_EXALLC.gz",16380339,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"460","finn-b-CD2_BENIGN_SKIN",218792,6402,212390,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other benign neoplasms of skin","CD2_BENIGN_SKIN",NA,"finngen_R5_CD2_BENIGN_SKIN.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"461","finn-b-CD2_BENIGN_SKIN_EAR",218792,538,218254,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Skin of ear and external auricular canal","CD2_BENIGN_SKIN_EAR",NA,"finngen_R5_CD2_BENIGN_SKIN_EAR.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"462","finn-b-CD2_BENIGN_SKIN_EAR_EXALLC",180969,538,180431,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Skin of ear and external auricular canal (all cancers excluded)","CD2_BENIGN_SKIN_EAR_EXALLC",NA,"finngen_R5_CD2_BENIGN_SKIN_EAR_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"463","finn-b-CD2_BENIGN_SKIN_EXALLC",182943,6402,176541,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other benign neoplasms of skin (all cancers excluded)","CD2_BENIGN_SKIN_EXALLC",NA,"finngen_R5_CD2_BENIGN_SKIN_EXALLC.gz",16380343,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"464","finn-b-CD2_BENIGN_SKIN_EYELID",218792,2219,216573,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Skin of eyelid, including canthus","CD2_BENIGN_SKIN_EYELID",NA,"finngen_R5_CD2_BENIGN_SKIN_EYELID.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"465","finn-b-CD2_BENIGN_SKIN_EYELID_EXALLC",181423,2219,179204,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Benign neoplasm: Skin of eyelid, including canthus"" (all cancers excluded)","CD2_BENIGN_SKIN_EYELID_EXALLC",NA,"finngen_R5_CD2_BENIGN_SKIN_EYELID_EXALLC.gz",16380342,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"466","finn-b-CD2_BENIGN_SKIN_FACE",218792,1709,217083,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Skin of other and unspecified parts of face","CD2_BENIGN_SKIN_FACE",NA,"finngen_R5_CD2_BENIGN_SKIN_FACE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"467","finn-b-CD2_BENIGN_SKIN_FACE_EXALLC",181487,1709,179778,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Benign neoplasm: Skin of other and unspecified parts of face (all cancers excluded)","CD2_BENIGN_SKIN_FACE_EXALLC",NA,"finngen_R5_CD2_BENIGN_SKIN_FACE_EXALLC.gz",16380337,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
